trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
141,False,"{'a': 0.99, 'e': 0.2424166460445802}",20,6,21.166088793857252,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.99, 'e': 0.2399924795841344}",30,24,9.599413126710242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.99, 'e': 0.23759255478829303}",25,20,10.582968807062628,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.99, 'e': 0.23521662924041012}",25,15,14.987432596291153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.99, 'e': 0.232864462948006}",20,0,19.660330415896706,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
146,False,"{'a': 0.99, 'e': 0.23053581831852593}",25,16,18.264480325417416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.99, 'e': 0.22823046013534068}",20,15,11.280881748429348,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.99, 'e': 0.22594815553398728}",25,13,-47.6152409091063,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
149,False,"{'a': 0.99, 'e': 0.2236886739786474}",25,11,20.015029110556142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.99, 'e': 0.22145178723886091}",20,1,-23.703667025051274,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
151,False,"{'a': 0.99, 'e': 0.2192372693664723}",25,0,25.116873799854375,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.99, 'e': 0.21704489667280757}",25,11,-50.478413475172914,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
153,False,"{'a': 0.99, 'e': 0.2148744477060795}",20,2,-3.8071457334343632,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
154,False,"{'a': 0.99, 'e': 0.2127257032290187}",35,17,8.646448995144628,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
155,False,"{'a': 0.99, 'e': 0.21059844619672852}",30,0,39.43233803421159,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
156,False,"{'a': 0.99, 'e': 0.20849246173476124}",20,8,24.372510002940807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.99, 'e': 0.2064075371174136}",20,9,14.612599002228277,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.99, 'e': 0.2043434617462395}",25,15,6.947416545306237,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.99, 'e': 0.2023000271287771}",20,0,26.57711878631136,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.99, 'e': 0.2002770268574893}",35,13,-27.01586571668658,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
161,False,"{'a': 0.99, 'e': 0.19827425658891443}",20,7,22.848248116493505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.99, 'e': 0.19629151402302528}",25,14,14.38504915803494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.99, 'e': 0.19432859888279502}",20,7,6.815061747385289,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.99, 'e': 0.19238531289396707}",20,12,3.494181514624155,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.99, 'e': 0.1904614597650274}",20,6,0.3082694382896878,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
166,False,"{'a': 0.99, 'e': 0.1885568451673771}",20,6,-26.844113654217484,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
167,False,"{'a': 0.99, 'e': 0.18667127671570335}",30,16,12.657865130824101,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.99, 'e': 0.1848045639485463}",20,8,21.727528656453423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.99, 'e': 0.18295651830906084}",20,13,11.22057536907597,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.99, 'e': 0.18112695312597024}",20,2,-73.02085202689479,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 2}",1
171,False,"{'a': 0.99, 'e': 0.17931568359471053}",25,18,12.413629336278088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.99, 'e': 0.17752252675876343}",20,9,16.07233029153579,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.99, 'e': 0.1757473014911758}",35,26,14.200320528368529,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.99, 'e': 0.173989828476264}",25,8,16.251603795568403,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.99, 'e': 0.1722499301915014}",20,6,-17.57944979717886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
176,False,"{'a': 0.99, 'e': 0.17052743088958636}",25,13,7.119083695205946,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.99, 'e': 0.1688221565806905}",25,15,18.236250250264835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.99, 'e': 0.1671339350148836}",20,16,7.93341931719556,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.99, 'e': 0.16546259566473476}",25,18,6.700602987980101,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.99, 'e': 0.16380796970808742}",20,11,-52.55282502936275,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
181,False,"{'a': 0.99, 'e': 0.16216989001100654}",25,11,20.352215180723263,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.99, 'e': 0.16054819111089647}",20,8,12.285876994951458,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
